entity_name,Contributor.ID,review_group_id,canonical_name,to_add_status,confirmed_link,entity_id,flag,entity_status,confirmed,conflicting_contributor_ids,is_conflict,n_contributions,link_methods,total_amount,max_single_recipient,city,state,zip,notes
CALIFORNIA CREDIT UNION,NA,org_rg_37_b,CALIFORNIA CREDIT UNION,add to map,yes,b63f52f9-9660-4083-bade-89057c93f6fe,,adding_to_existing,FALSE,FALSE,FALSE,6,exact_name_v1 | exact_name_v1 | map1_bridge,11900,316805.51,Glendale,CA,91203 | 91203-1295,DD links these to california credit union leage. But it seems to be a different entity (https://www.ccu.com/) - all ca credit unions are in glendale whereas CA credit union league are in ontario or sacramento
CALIFORNIA CREDIT UNION LEAGUE (CCUL ADMIN),NA,org_rg_37_d,CALIFORNIA CREDIT UNION LEAGUE,add to map,yes,fe54faa9-1d46-4c96-8fc1-bfd68a665271,,adding_to_existing,FALSE,FALSE,FALSE,24,exact_name_v1 | exact_name_v1 | map1_bridge,311405.51,316805.51,Ontario,CA,91761,
CA CREDIT UNION LEAGUE PAC,760225,org_rg_37_d,CALIFORNIA CREDIT UNION LEAGUE,add to map,yes,fe54faa9-1d46-4c96-8fc1-bfd68a665271,,adding_to_existing,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,11800,316805.51,Ontario,CA,91761,
CALIFORNIA CREDIT UNION LEAGUE PAC INDEPENDENT EXPENDITURE ACCOUNT,760225,org_rg_37_d,CALIFORNIA CREDIT UNION LEAGUE,add to map,yes,fe54faa9-1d46-4c96-8fc1-bfd68a665271,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,27000,316805.51,Ontario,CA,91761,
CALIFORNIA CREDIT UNION LEAGUE POLITICAL ACTION COMMITTEE,760225,org_rg_37_d,CALIFORNIA CREDIT UNION LEAGUE,add to map,yes,fe54faa9-1d46-4c96-8fc1-bfd68a665271,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,1500,316805.51,Ontario,CA,91761-1249,
CALIFORNIA'S CREDIT UNIONS POLITICAL ACTION COMMITTEE SPONSORED BY CALIFORNIA CREDIT UNION LEAGUE,760225,org_rg_37_d,CALIFORNIA CREDIT UNION LEAGUE,add to map,yes,fe54faa9-1d46-4c96-8fc1-bfd68a665271,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2500,316805.51,Sacramento,CA,95814,
CALIFORNIA MANUFACTURERS & TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE,760359,org_rg_39,CALIFORNIA MANUFACTURERS & TECHNOLOGY ASSOCIATION,add to map,yes,e0f24eff-3a70-42db-b2b4-a51ac17ef01d,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,5000,5000,Sacramento,CA,95814,
IN-N-OUT BURGER,NA,org_rg_4005,IN-N-OUT BURGER,add to map,yes,c2e39ca9-0ffb-4c43-b6d7-29ebe1b21b66,,new_entity,FALSE,FALSE,FALSE,14,exact_name_v1 | exact_name_v1 | map1_bridge,233.33,125000,Baldwin Park,CA,91706-5823,
IN-N-OUT BURGERS,NA,org_rg_4005,IN-N-OUT BURGER,add to map,yes,0a2732d3-3e22-4720-82fe-37d73860c225,,new_entity,FALSE,FALSE,FALSE,4,exact_name_v1 | exact_name_v1 | map1_bridge,136800,125000,Irvine,CA,92612,
SOUTHERN CALIFORNIA PIPE TRADES DISTRICT COUNCIL #16 POLITICAL ACTION COMMITTEE,760715,org_rg_41,SOUTHERN CALIFORNIA PIPE TRADES DISTRICT COUNCIL 16,add to map,yes,0100889d-c16d-4250-b060-778f1533631d,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,5900,49511.56,Los Angeles,CA,90020,
SOUTHERN CALIFORNIA PIPE TRADES DISTRICT COUNCIL NO. 16,NA,org_rg_41,SOUTHERN CALIFORNIA PIPE TRADES DISTRICT COUNCIL 16,add to map,yes,0100889d-c16d-4250-b060-778f1533631d,,adding_to_existing,FALSE,FALSE,FALSE,16,exact_name_v1 | exact_name_v1 | map1_bridge,49511.56,49511.56,Los Angeles,CA,90020,
SOUTHERN CALIFORNIA PIPE TRADES DISTRICT COUNCIL NO. 16 PAC SMALL CONTRIBUTOR COMMITTEE,760715,org_rg_41,SOUTHERN CALIFORNIA PIPE TRADES DISTRICT COUNCIL 16,add to map,yes,0100889d-c16d-4250-b060-778f1533631d,,adding_to_existing,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,10900,49511.56,Los Angeles,CA,90020,
IRVINE MANAGEMENT COMPANY,NA,org_rg_4102,IRVINE COMPANY,add to map,yes,54bd2e98-be62-4bdd-970d-c2c7e25e2064,DBA,new_entity,FALSE,FALSE,FALSE,11,exact_name_v1 | exact_name_v1 | map1_bridge,207400,220000,Newport Beach,CA,92660 | 92660-7010,
"IRVINE MANAGEMENT COMPANY, DBA IRVINE COMPANY",NA,org_rg_4102,IRVINE COMPANY,add to map,yes,54bd2e98-be62-4bdd-970d-c2c7e25e2064,DBA,new_entity,FALSE,FALSE,FALSE,6,exact_name_v1 | exact_name_v1 | map1_bridge,255000,220000,Newport Beach,CA,92660,
"CALIFORNIA HOTEL PAC, SPONSORED BY CALIFORNIA HOTEL & LODGING ASSOCIATION PAC",760808,org_rg_42,CALIFORNIA HOTEL & LODGING ASSOCIATION,add to map,yes,002ec236-5bc0-4d9f-afcb-f816c094bf3f,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,3000,38334,Sacramento,CA,95816,
"CALIFORNIA HOTEL PAC, SPONSORED BY CALIFORNIA HOTEL + LODGING ASSOCIATION",760808,org_rg_42,CALIFORNIA HOTEL & LODGING ASSOCIATION,add to map,yes,002ec236-5bc0-4d9f-afcb-f816c094bf3f,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,13000,38334,Sacramento,CA,95816 | 95816-3211,
JAMUL INDIAN VILLAGE,NA,org_rg_4201,JAMUL INDIAN VILLAGE,add to map,yes,7ac51ef8-481a-4cda-847d-e79eaf6bbaf7,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,25000,25000,Jamul,CA,91935-3213,
JAMUL INDIAN VILLAGE OF CALIFORNIA,NA,org_rg_4201,JAMUL INDIAN VILLAGE,add to map,yes,7ac51ef8-481a-4cda-847d-e79eaf6bbaf7,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,6000,25000,JAMUL,CA,91935,
JOHNSON & JOHNSON,NA,org_rg_4318,JOHNSON & JOHNSON SERVICES,add to map,yes,109e7c79-b08c-4d2a-bbe9-fed9e7b3f6e4,,new_entity,FALSE,FALSE,FALSE,5,exact_name_v1 | exact_name_v1 | map1_bridge,21300,19600,Elk Grove | New Brunswick | Washington,CA | DC | NJ,08933 | 20005 | 95624,
JOHNSON & JOHNSON CORPORATE POLITICAL FUND,NA,org_rg_4318,JOHNSON & JOHNSON SERVICES,add to map,yes,109e7c79-b08c-4d2a-bbe9-fed9e7b3f6e4,,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1 | exact_name_v1 | map1_bridge,10000,19600,Washington,DC,20005,
JOHNSON AND JOHNSON CORPORATE POLITICAL FUND,NA,org_rg_4318,JOHNSON & JOHNSON SERVICES,add to map,yes,109e7c79-b08c-4d2a-bbe9-fed9e7b3f6e4,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,5000,19600,Washington,DC,20005,
CALIFORNIA CATTLEMEN'S ASSOC. PAC,760980,org_rg_46,CALIFORNIA CATTLEMEN'S ASSOCIATION,add to map,yes,7afbd0d8-1ee3-4af3-b1fc-f4bf4384d91f,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,1000,7500,Sacramento,CA,95814,
GREATER ANESTHESIA SERVICE AND PAC,760981,org_rg_47,GREATER ANESTHESIA SERVICE,add to map,yes,f64c15ef-f926-4030-966f-b9fd3a43bb99,,adding_to_existing,FALSE,FALSE,FALSE,5,same_contributor_id,79000,39200,Sacramento,CA,95814 | 95814-3809,
GREATER ANESTHESIA SERVICE AND PAC SPONSORED BY CALIFORNIA SOCIETY OF ANESTHESIOLOGISTS,760981,org_rg_47,GREATER ANESTHESIA SERVICE,add to map,yes,f64c15ef-f926-4030-966f-b9fd3a43bb99,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,11800,39200,Sacramento,CA,95814,
"GREATER ANESTHESIA SERVICE AND PAC, SPONSORED BY CALIFORNIA SOCIETY OF ANESTHESIOLOGISTS",760981,org_rg_47,GREATER ANESTHESIA SERVICE,add to map,yes,f64c15ef-f926-4030-966f-b9fd3a43bb99,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5900,39200,Sacramento,CA,95814,
"GREATER ANESTHESIA SERVICE AND POLITICAL ACTION COMMITTEE, SPONSORED BY CALIFORNIA SOCIETY OF ANESTHESIOLOGISTS",760981,org_rg_47,GREATER ANESTHESIA SERVICE,add to map,yes,f64c15ef-f926-4030-966f-b9fd3a43bb99,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,5000,39200,Sacramento,CA,95814,
CA FUELS & CONVENIENCE ALLIANCE PAC,760982,org_rg_48,CALIFORNIA FUELS & CONVENIENCE ALLIANCE,add to map,yes,fdcd4724-8f2d-4daf-b752-dc2bdce821af,,new_entity,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,0,12690.46,Sacramento,CA,95814,
CALIFORNIA FUELS & CONVENIENCE ALLIANCE,NA,org_rg_48,CALIFORNIA FUELS & CONVENIENCE ALLIANCE,add to map,yes,fdcd4724-8f2d-4daf-b752-dc2bdce821af,,new_entity,FALSE,FALSE,FALSE,20,exact_name_v1 | exact_name_v1 | map1_bridge,12690.46,12690.46,Sacramento,CA,95834,
CALIFORNIA FUELS & CONVENIENCE ALLIANCE PAC,760982,org_rg_48,CALIFORNIA FUELS & CONVENIENCE ALLIANCE,add to map,yes,fdcd4724-8f2d-4daf-b752-dc2bdce821af,,new_entity,FALSE,FALSE,FALSE,6,same_contributor_id,14500,12690.46,Sacramento,CA,95814,
CALIFORNIA FUELS AND CONVENIENCE ALLIANCE PAC,760982,org_rg_48,CALIFORNIA FUELS & CONVENIENCE ALLIANCE,add to map,yes,fdcd4724-8f2d-4daf-b752-dc2bdce821af,,new_entity,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,5000,12690.46,Sacramento,CA,95814,
LOS ANGELES TOURISM & CONVENTION BOARD,NA,org_rg_4824,LOS ANGELES TOURISM & CONVENTION BOARD,add to map,yes,7bfe6d53-f292-4064-b805-05cdf78c31f2,,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1,8800,9700,Los Angeles,CA,90071,
LOS ANGELES TOURISM AND CONVENTION BOARD,NA,org_rg_4824,LOS ANGELES TOURISM & CONVENTION BOARD,add to map,yes,7bfe6d53-f292-4064-b805-05cdf78c31f2,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,900,9700,Los Angeles,CA,90071,
LUNDBECK INC,NA,org_rg_4850,LUNDBECK,add to map,yes,11ddc64f-ed2e-459c-8bdf-c0102f0f3fc6,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,9800,65200,Arlington,VA,22201,
LUNDBECK INC.,NA,org_rg_4850,LUNDBECK,add to map,yes,11ddc64f-ed2e-459c-8bdf-c0102f0f3fc6,,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1,85200,65200,Arlington,VA,22201,
"MPC INVESTMENT FUND, INC./MARATHON PETROLEUM CORPORATION AND ITS SUBSIDIARIES",NA,org_rg_4961,MARATHON PETROLEUM,add to map,yes,e93eda0f-d038-4112-a270-8a8a86ee49e9,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,2500,19600,San Rafael,CA,94901,
MERCK & CO. INC,NA,org_rg_5155,MERCK,add to map,yes,8fab3310-476a-4ddf-b912-47e734c34d22,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,130400,130400,Rahway,NJ,7065,
"MERCK & CO., INC.",NA,org_rg_5155,MERCK,add to map,yes,8fab3310-476a-4ddf-b912-47e734c34d22,,new_entity,FALSE,FALSE,FALSE,4,exact_name_v1 | exact_name_v1 | map1_bridge,39600,130400,Lawrence Township | Rahway,NJ,07065 | 08648,
META HOUSING,NA,org_rg_5168_a,META HOUSING,add to map,yes,55834d36-b788-4e5c-87f1-a2c9cc381a44,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,5000,19800,Los Angeles,CA,90064-1858,
META HOUSING CORPORATION,NA,org_rg_5168_a,META HOUSING,add to map,yes,55834d36-b788-4e5c-87f1-a2c9cc381a44,,new_entity,FALSE,FALSE,FALSE,4,exact_name_v1 | exact_name_v1 | map1_bridge,29600,19800,Los Angeles,CA,90064,
META PLATFORMS INC,NA,org_rg_5169_b,META,add to map,yes,19b7ef35-9eaa-44d5-973e-ff1db27a005f,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,11800,5900,Menlo Park,CA,94025,
META PLATFORMS INC.,NA,org_rg_5169_b,META,add to map,yes,19b7ef35-9eaa-44d5-973e-ff1db27a005f,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,5900,5900,Menlo Park,CA,94025,
"META PLATFORMS, INC",NA,org_rg_5169_b,META,add to map,yes,19b7ef35-9eaa-44d5-973e-ff1db27a005f,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,5900,50000,Menlo Park,CA,94025,
MOLSON COORS,NA,org_rg_5300,MOLSON COORS,add to map,yes,711ce8dd-f583-416d-9afe-d8646e7dae7f,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,4314.85,30000,Chicago,IL,60606-5707 | 60606-6301,
MOLSON COORS BEVERAGE COMPANY,NA,org_rg_5300,MOLSON COORS,add to map,yes,711ce8dd-f583-416d-9afe-d8646e7dae7f,,new_entity,FALSE,FALSE,FALSE,6,exact_name_v1 | exact_name_v1 | map1_bridge,21000,30000,Chicago | CHICAGO,IL,60606,
MOLSON COORS BEVERAGE COMPANY USA LLC(JUSTIN HYER),NA,org_rg_5300,MOLSON COORS,add to map,yes,711ce8dd-f583-416d-9afe-d8646e7dae7f,,new_entity,FALSE,FALSE,FALSE,4,exact_name_v1 | exact_name_v1 | map1_bridge,30000,30000,Chicago,IL,60606,
MOTOR VEHICLE SOFTWARE CORP (MVSC),NA,org_rg_5362,VITU,add to map,yes,3406f8f1-d45c-4603-884a-c424a96c291c,DBA,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,3500,20000,Agoura Hills,CA,91301-2513,Motor Vehicle Software Corproate is the holding company for Vitu https://www.linkedin.com/company/motor-vehicle-software-corporation-mvsc/ 
MOTOR VEHICLE SOFTWARE CORPORATION DBA VITU,NA,org_rg_5362,VITU,add to map,yes,3406f8f1-d45c-4603-884a-c424a96c291c,DBA,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,20000,20000,Agoura Hills,CA,91301,
CALIFORNIA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS,761487,org_rg_55,CA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS,add to map,yes,598ac5fe-9a73-4724-9ccd-7679664efe79,,adding_to_existing,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,3500,5900,Sacramento,CA,95814,
CALIFORNIA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS FUND,761487,org_rg_55,CA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS,add to map,yes,598ac5fe-9a73-4724-9ccd-7679664efe79,,adding_to_existing,FALSE,FALSE,FALSE,4,map1_bridge | same_contributor_id | same_contributor_id,10900,5900,Sacramento,CA,95814,
NORTH STAR EMERGENCY SERVICES INC,NA,org_rg_5551,NORTH STAR EMERGENCY SERVICES,add to map,yes,b38bc2ab-86c4-4b0f-babd-e6bc2d4673ea,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,1000,25000,Dublin,CA,94568,
NORTH STAR EMERGENCY SERVICES INC.,NA,org_rg_5551,NORTH STAR EMERGENCY SERVICES,add to map,yes,b38bc2ab-86c4-4b0f-babd-e6bc2d4673ea,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,26000,25000,Dublin,CA,94568 | 94568-2692,
NOVARTIS PHARMACEUTICALS CORPORATION,NA,org_rg_5580,NOVARTIS,add to map,yes,7b677107-8fcc-46d4-a09e-ccb5c3a5e964,,adding_to_existing,FALSE,FALSE,FALSE,4,exact_name_v1 | exact_name_v1 | map1_bridge,150000,130400,East Hanover,NJ,7936,
NOVARTIS SERVICES INC,NA,org_rg_5580,NOVARTIS,add to map,yes,7b677107-8fcc-46d4-a09e-ccb5c3a5e964,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,1500,130400,East Hanover,NJ,7936,
"NOVO NORDISK, INC",NA,org_rg_5585,NOVO NORDISK,add to map,yes,af00718c-dc0e-4c32-afaf-fd3b5fbe02ec,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,10800,19600,Plainsboro | Plainsboro Township,NJ,8536,
"NOVO NORDISK, INC.",NA,org_rg_5585,NOVO NORDISK,add to map,yes,af00718c-dc0e-4c32-afaf-fd3b5fbe02ec,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,19600,19600,Plainsboro,NJ,8536,
CA VETERINARY MEDICAL ASSOC. PAC,771044,org_rg_56_a,CALIFORNIA VETERINARY MEDICAL ASSOCIATION,add to map,yes,c9d3db0c-58b6-4f1b-98eb-5ff221aa3f51,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,2500,5000,Sacramento,CA,95815,
CALIFORNIA VETERINARY MEDICAL ASSOCIATIONM PAC,771044,org_rg_56_a,CALIFORNIA VETERINARY MEDICAL ASSOCIATION,add to map,yes,c9d3db0c-58b6-4f1b-98eb-5ff221aa3f51,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,4000,5000,Sacramento,CA,95815,
OC JONES & SONS INC.,NA,org_rg_5610,OC JONES & SONS,add to map,yes,27dbbc11-e4a3-4a1b-a83f-eb9b984b0f17,,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1,9743,16743,Berkeley,CA,94710,
OC JONES AND SONS INC,NA,org_rg_5610,OC JONES & SONS,add to map,yes,27dbbc11-e4a3-4a1b-a83f-eb9b984b0f17,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,7000,16743,Berkeley,CA,94710,
OPORTUN INC.,NA,org_rg_5672,OPORTUN,add to map,yes,c17ca8f6-63b8-4b41-a72a-080db8861524,,adding_to_existing,FALSE,FALSE,FALSE,4,exact_name_v1,68800,49200,San Carlos | San Mateo,CA,94070 | 94402-7041,
PACASO INC,NA,org_rg_5733,PACASO,add to map,yes,39150798-583a-4a4b-bd27-dfe257b8aed6,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,2000,27567.9,Cincinnati,OH,45202,
PACASO INC.,1474708,org_rg_5733,PACASO,add to map,yes,39150798-583a-4a4b-bd27-dfe257b8aed6,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,2567.9,27567.9,Cincinnati,OH,45202-3712,
PACASO INC.,NA,org_rg_5733,PACASO,add to map,yes,39150798-583a-4a4b-bd27-dfe257b8aed6,,new_entity,FALSE,FALSE,FALSE,7,exact_name_v1,56500,27567.9,Cincinnati | Foster City | San Mateo,CA | OH,45202 | 45202-3712 | 94404,
PACIFIC GAS & ELECTRIC (PG&E) CORPORATION,NA,org_rg_5752,PG&E,add to map,yes,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,,adding_to_existing,FALSE,FALSE,FALSE,3,exact_name_v1 | exact_name_v1 | map1_bridge,99375,210000,Sacramento,CA,95814,
PG & E CORPORATION (RESTRICTED USE ACCOUNT),NA,org_rg_5752,PG&E,add to map,yes,ea50ed39-2a57-47be-a9de-fcb9aa6db4f2,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v4,15200,210000,Oakland,CA,94612,
PACIFIC LIFE INSURANCE COMPANY,NA,org_rg_5758,PACIFIC LIFE,add to map,yes,92c27390-8dc2-4512-983a-0478bc433bb4,,adding_to_existing,FALSE,FALSE,FALSE,5,exact_name_v1 | exact_name_v1 | map1_bridge,12700,8000,Newport Beach,CA,92660,
PARAMOUNT GLOBAL AND AFFILIATES,NA,org_rg_5824,PARAMOUNT,add to map,yes,4c42c86b-8b9a-440a-9fb9-521f08427cf9,,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,5789.47,5000,Nashville | San Rafael,CA | TN,37201 | 94901,
PARKWEST CASINOS,NA,org_rg_5846,PARK WEST CASINOS,add to map,yes,d2cca933-a432-454f-ac64-781773dc0ec4,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,1000,7500,Bell Gardens,CA,90201,
CA NURSES ASSOC. PAC (CNA-PAC) SCC,780657,org_rg_59,CALIFORNIA NURSES ASSOCIATION,add to map,yes,60141326-867a-478e-b854-7961990e66ed,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,2500,3468731.45,Sacramento,CA,95814,
CALIFORNIA NURSES ASSOCIATION PAC SMALL CONTRIBUTOR COMMITTEE,780657,org_rg_59,CALIFORNIA NURSES ASSOCIATION,add to map,yes,60141326-867a-478e-b854-7961990e66ed,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,25000,3468731.45,Sacramento,CA,95814,
PBF HOLDING COMPANY LLC(ARTHUR WARDEN III),NA,org_rg_5900,PBF HOLDING COMPANY,add to map,yes,628ba349-b65d-45a7-93ce-5ed676746f39,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,9800,Parsippany,NJ,7054,
PBF HOLDING COMPANY LLC(BETSY BRIEN),NA,org_rg_5900,PBF HOLDING COMPANY,add to map,yes,628ba349-b65d-45a7-93ce-5ed676746f39,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,3500,9800,Long Beach,CA,90806,
PEPSICO. INC.,NA,org_rg_5937,PEPSICO,add to map,yes,069b4587-ae27-4d5d-b860-7c4bd69439a9,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,4000,15000,Purchase,NY,10577,
PCMA PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION (FEC ID#C00388819),NA,org_rg_5974,PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION,add to map,yes,91a2ca5a-2680-4a12-b9e8-f7de94e23037,missing contributor id,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,5000,8500,Washington,DC,20004,does not have a contributor.id in cal-access - is only marked as a major donor/lobbying employer
"ALTRIA CLIENT SERVICES, LLC",NA,org_rg_5981,PHILIP MORRIS / ALTRIA,add to map,yes,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4 | map1_bridge,3000,250000,Richmond,VA,23230,
"ALTRIA CLIENT SERVICES, LLC(JOEL S. AURORA)",NA,org_rg_5981,PHILIP MORRIS / ALTRIA,add to map,yes,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,250000,San Rafael,CA,94901,
"PHILIP MORRIS USA INC., & IT'S AFFILIATES",NA,org_rg_5981,PHILIP MORRIS / ALTRIA,add to map,yes,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,9800,250000,Richmond,VA,23230,
"PHILIP MORRIS USA INC., AND ITS AFFILIATES",NA,org_rg_5981,PHILIP MORRIS / ALTRIA,add to map,yes,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,19600,250000,Sacramento,CA,95814,
"PHILIP MORRIS USA, INC. AND ITS AFFILIATES/ ALTRIA CLIENT SERVICES, LLC",NA,org_rg_5981,PHILIP MORRIS / ALTRIA,add to map,yes,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,,new_entity,FALSE,FALSE,FALSE,6,exact_name_v1 | exact_name_v1 | map1_bridge,250000,250000,Sacramento,CA,95814,
PMI US CORPORATE INC. AND AFFILIATES,NA,org_rg_9240,PHILIP MORRIS INTERNATIONAL,add to map,yes,be5819ae-14f5-4a6f-9ea0-1412cb1efab2,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,15000,15000,Richmond,VA,23219,https://www.pmi.com/our-progress/ten-questions-skeptics-often-ask-pmi PMI website specifies that PMI US is different from Philip Morris USA
PMI US CORPORATE SERVICES INC. AND AFFILIATES(TOM HAYES),NA,org_rg_9240,PHILIP MORRIS INTERNATIONAL,add to map,yes,be5819ae-14f5-4a6f-9ea0-1412cb1efab2,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,15000,Richmond,VA,23219,
"PMI US CORPORATE SERVICES, INC.",NA,org_rg_9240,PHILIP MORRIS INTERNATIONAL,add to map,yes,be5819ae-14f5-4a6f-9ea0-1412cb1efab2,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,9800,15000,Washington,DC,20005,
"PMI US CORPORATE SERVICES, INC. AND AFFILIATES/SWEDISH MATCH NORTH AMERICA, LLC",NA,org_rg_9240,PHILIP MORRIS INTERNATIONAL,add to map,yes,be5819ae-14f5-4a6f-9ea0-1412cb1efab2,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,15000,Richmond,VA,23219,
"SWEDISH MATCH NORTH AMERICA, LLC/ PMI US CORPORATE SERVICES, INC. AND AFFILIATES",NA,org_rg_9240,PHILIP MORRIS INTERNATIONAL,add to map,yes,be5819ae-14f5-4a6f-9ea0-1412cb1efab2,,new_entity,FALSE,FALSE,FALSE,1,internal_fuzzy,5000,15000,Richmond,VA,23219,
PICAYUNE RACHERIA OF THE CHUKCHANSI INDIANS,NA,org_rg_5991,PICAYUNE RANCHERIA OF THE CHUKCHANSI INDIANS,add to map,yes,86b11544-3ade-476a-99ff-8704d3c39dec,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,2500,11800,Oakhurst,CA,93644,
CA ASSN OF HEALTH FACILITIES (CAHF),NA,org_rg_6,CALIFORNIA ASSOCIATION OF HEALTH FACILITIES,add to map,yes,0bb01fd2-55ed-4e79-b236-411307c60626,,adding_to_existing,FALSE,FALSE,FALSE,17,exact_name_v1 | exact_name_v1 | map1_bridge,2714.8,39200,Sacramento,CA,95816,
CALIFORNIA ASSN OF HEALTH FACILITIES PAC,741816,org_rg_6,CALIFORNIA ASSOCIATION OF HEALTH FACILITIES,add to map,yes,0bb01fd2-55ed-4e79-b236-411307c60626,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,2000,39200,Sacramento,CA,95816,
CALIFORNIA ASSOCIATION OF HEALTH FACILITIES (CAHF),NA,org_rg_6,CALIFORNIA ASSOCIATION OF HEALTH FACILITIES,add to map,yes,0bb01fd2-55ed-4e79-b236-411307c60626,,adding_to_existing,FALSE,FALSE,FALSE,62,exact_name_v1 | exact_name_v1 | map1_bridge,25123.74,39200,Sacramento,CA,95816,
CALIFORNIA ASSOCIATION OF HEALTH FACILITIES (CAHF)  PAC,741816,org_rg_6,CALIFORNIA ASSOCIATION OF HEALTH FACILITIES,add to map,yes,0bb01fd2-55ed-4e79-b236-411307c60626,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,3000,39200,Sacramento,CA,95816,
