"entity_name","canonical_name_r1","to_add_status_r1","entity_status_r1","entity_id_r1","Contributor.ID_r1","city_r1","state_r1","review_group_id_r1","confirmed_link_r1","confirmed_r1","is_conflict_r1","notes_r1","link_methods_r1","n_contributions_r1","total_amount_r1","zip_r1","Contributor.ID_r2","review_group_id_r2","canonical_name_r2","to_add_status_r2","confirmed_link_r2","entity_id_r2","flag_r2","entity_status_r2","confirmed_r2","conflicting_contributor_ids_r2","is_conflict_r2","n_contributions_r2","link_methods_r2","total_amount_r2","max_single_recipient_r2","city_r2","state_r2","zip_r2","notes_r2","review_source","in_refined_queue"
"UNITED PARCEL SERVICE INC. PAC (UPSPAC) (FEC ID# C00064766)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377592,"org_rg_202","UPS","add to map","yes","751f98ec-35b7-4504-979f-6e5fbec486e8","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,10000,"Washington","DC","20003","","review2_only",FALSE
"UNITED PARCEL SERVICE INC. PAC (UPSPAC) (FED PAC ID C00064766)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377592,"org_rg_202","UPS","add to map","yes","751f98ec-35b7-4504-979f-6e5fbec486e8","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,10000,"Washington","DC","20003","","review2_only",FALSE
"UNITED PARCEL SERVICE INC. POLITICAL ACTION COMMITTEE (FEC ID #C00064766)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377592,"org_rg_202","UPS","in existing map","yes","751f98ec-35b7-4504-979f-6e5fbec486e8","","adding_to_existing",TRUE,FALSE,FALSE,3,"map1_bridge | same_contributor_id | same_contributor_id",5900,10000,"Atlanta","GA","30328","","review2_only",FALSE
"UNITED PARCEL SERVICE PAC (UPS PAC) FED ID #C0064766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377592,"org_rg_202","UPS","add to map","yes","751f98ec-35b7-4504-979f-6e5fbec486e8","","adding_to_existing",FALSE,FALSE,FALSE,2,"same_contributor_id",10000,10000,"Atlanta","GA","30328","","review2_only",FALSE
"UNITED PARCEL SERVICE, INC. PAC (UPSPAC) (FEC ID# C00064766)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377592,"org_rg_202","UPS","add to map","yes","751f98ec-35b7-4504-979f-6e5fbec486e8","","adding_to_existing",FALSE,FALSE,FALSE,2,"same_contributor_id",4000,10000,"Washington","DC","20003","","review2_only",FALSE
"UNITED PARCEL SERVICE, INC. PAC (UPSPAC) (FED PAC ID C00064766)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377592,"org_rg_202","UPS","add to map","yes","751f98ec-35b7-4504-979f-6e5fbec486e8","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",2000,10000,"Washington","DC","20003","","review2_only",FALSE
"COMCAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2047","COMCAST","in existing map","yes","deaafbda-c611-40d2-9590-30d88ab4760d","","adding_to_existing",TRUE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",15000,39200,"Philadelphia","PA","19103-2838","","review2_only",FALSE
"COMCAST CABLE COMMUNICATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2047","COMCAST","add to map","yes","deaafbda-c611-40d2-9590-30d88ab4760d","","adding_to_existing",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",18900,39200,"Livermore","CA","94551","","review2_only",FALSE
"COMCAST CORPORATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2047","COMCAST","add to map","yes","deaafbda-c611-40d2-9590-30d88ab4760d","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge",9800,39200,"Philadelphia","PA","19103","","review2_only",FALSE
"COMCAST FINANCIAL AGENCY CORP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2047","COMCAST","in existing map","yes","deaafbda-c611-40d2-9590-30d88ab4760d","","adding_to_existing",TRUE,FALSE,FALSE,1,"exact_name_v1 | map1_bridge",2000,39200,"Philadelphia","PA","19103","","review2_only",FALSE
"COMCAST FINANCIAL AGENCY CORP.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2047","COMCAST","in existing map","yes","deaafbda-c611-40d2-9590-30d88ab4760d","","adding_to_existing",TRUE,FALSE,FALSE,3,"exact_name_v1",19800,39200,"Philadelphia","PA","19103","","review2_only",FALSE
"CALIFORNIA IATSE COUNCIL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_205","CALIFORNIA INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES COUNCIL","add to map","yes","3eeccbc6-5f54-4e1c-a721-1cef9b0a6455","","adding_to_existing",FALSE,FALSE,FALSE,9,"exact_name_v1 | exact_name_v1 | map1_bridge",8077.59,15000,"Valley Village","CA","91607-3726","","review2_only",FALSE
"CALIFORNIA IATSE COUNCIL PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398390,"org_rg_205","CALIFORNIA INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES COUNCIL","in existing map","yes","3eeccbc6-5f54-4e1c-a721-1cef9b0a6455","","adding_to_existing",TRUE,FALSE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",16500,15000,"Burbank | BURBANK","CA","91506 | 91506-2635","","review2_only",FALSE
"CA YIMBY VICTORY FUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401346,"org_rg_206","CA YIMBY VICTORY FUND","in existing map","yes","e5c2f0d4-7cad-45a3-b769-5d496d552c37","","adding_to_existing",TRUE,FALSE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",2000,36585.9,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA YIMBY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_206","CA YIMBY VICTORY FUND","add to map","yes","e5c2f0d4-7cad-45a3-b769-5d496d552c37","","adding_to_existing",FALSE,FALSE,FALSE,19,"exact_name_v1 | exact_name_v1 | map1_bridge",36585.9,36585.9,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA YIMBY VICTORY FUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401346,"org_rg_206","CA YIMBY VICTORY FUND","add to map","yes","e5c2f0d4-7cad-45a3-b769-5d496d552c37","","adding_to_existing",FALSE,FALSE,FALSE,13,"map1_bridge | same_contributor_id | same_contributor_id",37500,36585.9,"Sacramento | SACRAMENTO","CA","95814 | 95814-4503","","review2_only",FALSE
"CONDUENT INCORPORATED POLITICAL ACTION COMMITTEE (CNDT PAC) (FED PAC ID #C00629527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408693,"org_rg_207","CONDUENT","add to map","yes","80972239-6028-4770-a1a2-39a92842faa7","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",10000,10000,"Washington","DC","20002-8022","","review2_only",FALSE
"CONDUENT INCORPORATED POLITICAL ACTION COMMITTEE (CNDT PAC) (FED PAC ID #C00629527)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408693,"org_rg_207","CONDUENT","add to map","yes","80972239-6028-4770-a1a2-39a92842faa7","","new_entity",FALSE,FALSE,FALSE,2,"same_contributor_id",10000,10000,"Washington","DC","20002","","review2_only",FALSE
"DENTAQUEST PAC TN-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408990,"org_rg_208","DENTAQUEST","add to map","yes","60ae3466-604e-4401-a737-12c7b58874cb","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",5000,22500,"Wellesley Hills","MA","02481-3620","","review2_only",FALSE
"DENTAQUEST PAC-TN-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408990,"org_rg_208","DENTAQUEST","in existing map","yes","60ae3466-604e-4401-a737-12c7b58874cb","","adding_to_existing",TRUE,FALSE,FALSE,4,"same_contributor_id",22500,22500,"Nashville | Wellesley","MA | TN","02481 | 37203","","review2_only",FALSE
"DENTAQUEST PAC-TN-C TN PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408990,"org_rg_208","DENTAQUEST","add to map","yes","60ae3466-604e-4401-a737-12c7b58874cb","","adding_to_existing",FALSE,FALSE,FALSE,2,"same_contributor_id",11800,22500,"Wellesley","MA","02481-3620","","review2_only",FALSE
"THE HOME DEPOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_209","THE HOME DEPOT","in existing map","yes","d1b82daa-6ac6-4330-9995-d324d8c712ad","","adding_to_existing",TRUE,FALSE,FALSE,3,"exact_name_v1 | exact_name_v1 | map1_bridge",225,15000,"Atlanta","GA","30339","","review2_only",FALSE
"THE HOME DEPOT INC. PAC (FEC PAC ID# C00284558)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409634,"org_rg_209","THE HOME DEPOT","add to map","yes","d1b82daa-6ac6-4330-9995-d324d8c712ad","","adding_to_existing",FALSE,FALSE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",15000,15000,"Washington","DC","20004","","review2_only",FALSE
"THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409634,"org_rg_209","THE HOME DEPOT","add to map","yes","d1b82daa-6ac6-4330-9995-d324d8c712ad","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",3000,15000,"WASHINGTON","DC","20004","","review2_only",FALSE
"THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE (FED PAC ID # C00284885)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409634,"org_rg_209","THE HOME DEPOT","in existing map","yes","d1b82daa-6ac6-4330-9995-d324d8c712ad","","adding_to_existing",TRUE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",10000,15000,"Washington","DC","20004-1346","","review2_only",FALSE
"THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE (FED PAC ID #C00284885)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409634,"org_rg_209","THE HOME DEPOT","add to map","yes","d1b82daa-6ac6-4330-9995-d324d8c712ad","","adding_to_existing",FALSE,FALSE,FALSE,2,"same_contributor_id",10000,15000,"Washington","DC","20004","","review2_only",FALSE
"THE HOME DEPOT, INC. PAC (FEC ID #C00284885)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409634,"org_rg_209","THE HOME DEPOT","add to map","yes","d1b82daa-6ac6-4330-9995-d324d8c712ad","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,15000,"Washington","DC","20004","","review2_only",FALSE
"GUARDIAN LIFE INSURANCE COMPANY OF AMERICA PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410966,"org_rg_210","GUARDIAN LIFE INSURANCE ","add to map","yes","b6c3428e-403e-4fa0-9326-837610c55ec2","","new_entity",FALSE,FALSE,FALSE,2,"same_contributor_id",10000,10000,"New York","NY","10004","","review2_only",FALSE
"THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA PAC - GENERAL (FED ID #C00674465)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410966,"org_rg_210","GUARDIAN LIFE INSURANCE ","add to map","yes","b6c3428e-403e-4fa0-9326-837610c55ec2","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",5000,10000,"New York","NY","10004","","review2_only",FALSE
"WESTERN STATES PETROLEUM ASSN. CA PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414539,"org_rg_212","WESTERN STATES PETROLEUM ASSOCIATION","add to map","yes","60d1ac3e-7c86-4a65-aad2-67e5e4297a1c","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",3500,11796.62,"Sacramento","CA","95814","","review2_only",FALSE
"WESTERN STATES PETROLEUM ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_212","WESTERN STATES PETROLEUM ASSOCIATION","in existing map","yes","60d1ac3e-7c86-4a65-aad2-67e5e4297a1c","","adding_to_existing",TRUE,FALSE,FALSE,18,"exact_name_v1 | exact_name_v1 | map1_bridge",11796.62,11796.62,"Sacramento | SACRAMENTO","CA","95814","","review2_only",FALSE
"WESTERN STATES PETROLEUM ASSOCIATION CALIFORNIA PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414539,"org_rg_212","WESTERN STATES PETROLEUM ASSOCIATION","add to map","yes","60d1ac3e-7c86-4a65-aad2-67e5e4297a1c","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",5900,11796.62,"Sacramento","CA","95814","","review2_only",FALSE
"WESTERN STATES PETROLEUM ASSOCIATION CALIFORNIA PAC (AKA WSPA CA PAC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414539,"org_rg_212","WESTERN STATES PETROLEUM ASSOCIATION","add to map","yes","60d1ac3e-7c86-4a65-aad2-67e5e4297a1c","","adding_to_existing",FALSE,FALSE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",7000,11796.62,"Sacramento","CA","95814","","review2_only",FALSE
"WESTERN STATES PETROLEUM ASSOCIATION PAC (WSPA CA PAC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414539,"org_rg_212","WESTERN STATES PETROLEUM ASSOCIATION","add to map","yes","60d1ac3e-7c86-4a65-aad2-67e5e4297a1c","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",5900,11796.62,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIANS FOR FAIR HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416673,"org_rg_213","CALIFORNIANS FOR FAIR HOUSING","add to map","yes","01b58007-542a-4afc-854b-1ed317f3e307","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",10000,10000,"Irvine","CA","92618","","review2_only",FALSE
"CALIFORNIANS FOR FAIR HOUSING PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416673,"org_rg_213","CALIFORNIANS FOR FAIR HOUSING","add to map","yes","01b58007-542a-4afc-854b-1ed317f3e307","","new_entity",FALSE,FALSE,FALSE,2,"same_contributor_id",8000,10000,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIANS FOR FAIR HOUSING SPONSORED BY CALIFORNIA RENTAL HOUSING ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416673,"org_rg_213","CALIFORNIANS FOR FAIR HOUSING","add to map","yes","01b58007-542a-4afc-854b-1ed317f3e307","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",2500,10000,"Sacramento","CA","95814","","review2_only",FALSE
"A BI-PARTISAN COALITION OF MUNICIPAL, COUNTY, LATINO APPOINTED AND ELECTED LEADERS PAC, LCCC PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432932,"org_rg_216","LATINO CAUCUS OF CALIFORNIA COUNTIES","add to map","yes","7e1525a9-e0ff-4709-934c-f89c42e13463","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",2500,79000,"Sacramento","CA","95815","","review2_only",FALSE
"LCCC PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432932,"org_rg_216","LATINO CAUCUS OF CALIFORNIA COUNTIES","add to map","yes","7e1525a9-e0ff-4709-934c-f89c42e13463","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",39200,79000,"Sacramento","CA","95815-4415","","review2_only",FALSE
"LCCC PAC A BI-PARTISAN COALITION OF MUNICIPAL, COUNTY, LATINO APPOINTED & ELECTED LEADERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432932,"org_rg_216","LATINO CAUCUS OF CALIFORNIA COUNTIES","add to map","yes","7e1525a9-e0ff-4709-934c-f89c42e13463","","new_entity",FALSE,FALSE,FALSE,3,"same_contributor_id",79000,79000,"Sacramento","CA","95815","","review2_only",FALSE
"LCCC PAC, A BI-PARTISAN COALITION OF MUNICIPAL, COUNTY, LATINO APPOINTED AND ELECTED LEADERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432932,"org_rg_216","LATINO CAUCUS OF CALIFORNIA COUNTIES","add to map","yes","7e1525a9-e0ff-4709-934c-f89c42e13463","","new_entity",FALSE,FALSE,FALSE,5,"same_contributor_id",37180,79000,"Sacramento","CA","95815","","review2_only",FALSE
"CA PRIMARY CARE ASSN ADVOCATES PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437185,"org_rg_217","CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC","add to map","yes","13242ca1-cc88-4d24-bfca-444c435d2416","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",1500,29180.19,"Sacramento","CA","95814","","review2_only",FALSE
"CA PRIMARY CARE ASSOCIATION ADVOCATES PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437185,"org_rg_217","CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC","add to map","yes","13242ca1-cc88-4d24-bfca-444c435d2416","","new_entity",FALSE,FALSE,FALSE,4,"same_contributor_id",29180.19,29180.19,"Sacramento","CA","95814-4439","","review2_only",FALSE
"CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437185,"org_rg_217","CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC","add to map","yes","13242ca1-cc88-4d24-bfca-444c435d2416","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",2500,29180.19,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437185,"org_rg_217","CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC","add to map","yes","13242ca1-cc88-4d24-bfca-444c435d2416","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",1500,29180.19,"Sacramento","CA","95814-4404","","review2_only",FALSE
"COX COMMUNICATIONS, INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2176","COX COMMUNICATIONS","add to map","yes","7943a206-7564-485f-a4d7-c8d5949f784a","","adding_to_existing",FALSE,FALSE,FALSE,1,"exact_name_v1",5000,5000,"San Diego","CA","92105","","review2_only",FALSE
"COX COMMUNICATIONS, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2176","COX COMMUNICATIONS","in existing map","yes","7943a206-7564-485f-a4d7-c8d5949f784a","","adding_to_existing",TRUE,FALSE,FALSE,5,"exact_name_v1",11788.52,5000,"San Diego","CA","92105","","review2_only",FALSE
"COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE SPONSORED BY AIRBNB, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437529,"org_rg_218","COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE","add to map","yes","0653437c-12c2-45b9-a4fd-4f514ce33af2","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",10000,50000,"San Rafael","CA","94901","","review2_only",FALSE
"THE COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE, SPONSORED BY AIRBNB, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437529,"org_rg_218","COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE","add to map","yes","0653437c-12c2-45b9-a4fd-4f514ce33af2","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",50000,50000,"San Rafael","CA","94901","","review2_only",FALSE
"UBER INNOVATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1439102,"org_rg_219","UBER TECHNOLOGIES","in existing map","yes","b138c9ec-53cd-4787-afa3-24f87629d790","","adding_to_existing",TRUE,FALSE,FALSE,2,"same_contributor_id",30000,115000,"San Rafael","CA","94901","","review2_only",FALSE
"UBER INNOVATION POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1439102,"org_rg_219","UBER TECHNOLOGIES","add to map","yes","b138c9ec-53cd-4787-afa3-24f87629d790","","adding_to_existing",FALSE,FALSE,FALSE,4,"same_contributor_id",147500,115000,"San Rafael | SAN RAFAEL","CA","94901 | 94901-5596","","review2_only",FALSE
"CREDIT UNION OF SOUTHERN CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2190","CREDIT UNION OF SOUTHERN CALIFORNIA","add to map","yes","57d0d482-f045-4afb-8e87-bee3f197ebba","","new_entity",FALSE,FALSE,FALSE,1,"map1_bridge",1500,19600,"Anaheim","CA","92809","","review2_only",FALSE
"CREDIT UNION OF SOUTHERN CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_2190","CREDIT UNION OF SOUTHERN CALIFORNIA","add to map","yes","57d0d482-f045-4afb-8e87-bee3f197ebba","","new_entity",FALSE,FALSE,FALSE,6,"exact_name_v1 | exact_name_v1 | map1_bridge",26100,19600,"Anaheim | Ontario | Whittier","CA","90603-2077 | 91761 | 92808","","review2_only",FALSE
"CALIFORNIANS FOR SAFER NEIGHBORHOODS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445789,"org_rg_221","CALIFORNIANS FOR SAFER NEIGHBORHOODS","add to map","yes","dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56","","new_entity",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",5500,7900,"Norwalk","CA","90650","","review2_only",FALSE
"CALIFORNIANS FOR SAFER NEIGHBORHOODS SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445789,"org_rg_221","CALIFORNIANS FOR SAFER NEIGHBORHOODS","add to map","yes","dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56","","new_entity",FALSE,FALSE,FALSE,4,"same_contributor_id",16300,7900,"Norwalk | NORWALK","CA","90650","","review2_only",FALSE
"CALIFORNIANS FOR SAFER NEIGHBORHOODS, SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445789,"org_rg_221","CALIFORNIANS FOR SAFER NEIGHBORHOODS","add to map","yes","dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56","","new_entity",FALSE,FALSE,FALSE,4,"map1_bridge | same_contributor_id | same_contributor_id",10400,7900,"Norwalk","CA","90650","","review2_only",FALSE
"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446977,"org_rg_222","HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS","add to map","yes","14ef12bf-9421-419b-9580-dbb9332e5bbd","","new_entity",FALSE,FALSE,FALSE,4,"same_contributor_id",69883.34,45000,"Sacramento","CA","95815","","review2_only",FALSE
"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446977,"org_rg_222","HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS","add to map","yes","14ef12bf-9421-419b-9580-dbb9332e5bbd","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",5000,45000,"SACRAMENTO","CA","95815","","review2_only",FALSE
"LOWE'S COMPANIES, INC. PAC (FED PAC ID# C00251751)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454875,"org_rg_223","LOWE'S","add to map","yes","a4ef0b1f-57a4-458e-b241-e00574cad2cb","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,5000,"Mooresville","NC","28117","","review2_only",FALSE
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE (FED PAC IDC00251751)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454875,"org_rg_223","LOWE'S","add to map","yes","a4ef0b1f-57a4-458e-b241-e00574cad2cb","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",5000,5000,"MOORESVILLE","NC","28117","","review2_only",FALSE
"EMPLOYEES OF QUANTA SERVICES, INC. (FEC ID# C00720920)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459576,"org_rg_226","QUANTA SERVICES","add to map","yes","f99936ca-104d-4fe2-a32f-aedf8b9ce15b","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,12000,"Houston","TX","77056-6175","","review2_only",FALSE
"QUANTA SERVICES, INC. POLITICAL ACTION COMMITTEE (FEC ID #C00720920)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459576,"org_rg_226","QUANTA SERVICES","add to map","yes","f99936ca-104d-4fe2-a32f-aedf8b9ce15b","","new_entity",FALSE,FALSE,FALSE,2,"same_contributor_id",12000,12000,"Houston","TX","77056","","review2_only",FALSE
